# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
adenosine nucleotides degradation II|SALVADEHYPOX-PWY|Adenosine Nucleotides Degradation|Adenosine-Nucleotides-Degradation|0.40792313|4.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SALVADEHYPOX-PWY
pyrimidine deoxyribonucleotide phosphorylation|PWY-7197|||0.41138756|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7197
UTP and CTP dephosphorylation I|PWY-7185|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.4163924|1.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7185
S-methyl-5'-thioadenosine degradation IV|PWY0-1391|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1391
L-cysteine degradation II|LCYSDEG-PWY|L-cysteine Degradation|CYSTEINE-DEG|0.42313886|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LCYSDEG-PWY
glycine cleavage|GLYCLEAV-PWY|Glycine Degradation|GLYCINE-DEG|0.42313886|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCLEAV-PWY
citrate degradation|PWY-6038|||0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6038
superoxide radicals degradation|DETOX1-PWY|Reactive Oxygen Species Degradation|REACTIVE-OXYGEN-SPECIES-DEGRADATION|0.42313886|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DETOX1-PWY
L-methionine degradation II|PWY-701|L-methionine Degradation|METHIONINE-DEG|0.42313886|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-701
L-asparagine biosynthesis II|ASPARAGINESYN-PWY|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.42313886|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINESYN-PWY
L-asparagine degradation I|ASPARAGINE-DEG1-PWY|L-asparagine Degradation|ASPARAGINE-DEG|0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-DEG1-PWY
L-glutamine degradation II|GLUTAMINEFUM-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINEFUM-PWY
L-glutamate biosynthesis I|GLUTSYN-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYN-PWY
acetate formation from acetyl-CoA II|PWY-5535|Acetate Formation|Acetate-Formation|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5535
D-serine degradation|PWY0-1535|||0.42313886|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1535
UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|PWY-6386|UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis|0.42735416|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6386
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|PWY-6387|UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis|0.42735416|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6387
CMP-N-acetylneuraminate biosynthesis II (bacteria)|PWY-6139|CMP-N-acetylneuraminate Biosynthesis|CMP-N-Acetylneuraminate-Biosynthesis|0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6139
pyrimidine deoxyribonucleosides degradation|PWY-7181|||0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7181
glycogen degradation II|PWY-5941|Glycogen Degradation|Glycogen-Degradation|0.4343796|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5941
NAD biosynthesis I (from aspartate)|PYRIDNUCSYN-PWY|NAD Biosynthesis|NAD-SYN|0.43554768|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDNUCSYN-PWY
methylerythritol phosphate pathway I|NONMEVIPP-PWY|Isopentenyl Diphosphate Biosynthesis|Isopentenyl-Diphosphate-Biosynthesis|0.4356514|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NONMEVIPP-PWY
pyrimidine deoxyribonucleosides salvage|PWY-7199|||0.43662778|0.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7199
dTDP-L-rhamnose biosynthesis I|DTDPRHAMSYN-PWY|dTDP-L-Rhamnose-Biosynthesis|dTDP-L-Rhamnose-Biosynthesis|0.43799594|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DTDPRHAMSYN-PWY
tRNA processing|PWY0-1479|||0.44|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1479
oxidized GTP and dGTP detoxification|PWY-6502|||0.44000003|1.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6502
methylglyoxal degradation II|PWY-901|Methylglyoxal Detoxification|Methylglyoxal-Detoxification|0.44000003|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-901
glycolate and glyoxylate degradation I|GLYCOLATEMET-PWY|Glycolate Degradation|Glycolate-Degradation|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOLATEMET-PWY
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis|PWY0-1587|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1587
L-cysteine biosynthesis I|CYSTSYN-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=CYSTSYN-PWY
thioredoxin pathway|THIOREDOX-PWY|||0.44000003|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=THIOREDOX-PWY
acrylonitrile degradation I|PWY-7308|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7308
menaquinol-7 biosynthesis|PWY-5839|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5839
menaquinol-11 biosynthesis|PWY-5891|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5891
menaquinol-10 biosynthesis|PWY-5890|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5890
spermidine biosynthesis I|BSUBPOLYAMSYN-PWY|Spermidine Biosynthesis|Spermidine-Biosynthesis|0.44000003|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=BSUBPOLYAMSYN-PWY
L-homocysteine biosynthesis|PWY-5344|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5344
L-lactaldehyde degradation (aerobic)|PWY0-1317|Lactaldehyde Degradation|Lactaldehyde-Degradation|0.44000003|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1317
L-homoserine biosynthesis|HOMOSERSYN-PWY|||0.45050123|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSERSYN-PWY
siroheme biosynthesis|PWY-5194|||0.4571774|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5194
myo-inositol degradation I|P562-PWY|||0.46349788|0.85714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P562-PWY
L-tryptophan biosynthesis|TRPSYN-PWY|L-typtophan Biosynthesis|TRYPTOPHAN-BIOSYNTHESIS|0.464604|2.1666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRPSYN-PWY
L-leucine degradation I|LEU-DEG2-PWY|L-leucine Degradation|LEUCINE-DEG|0.4711771|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LEU-DEG2-PWY
L-valine degradation I|VALDEG-PWY|L-valine Degradation|VALINE-DEG|0.47531542|3.125|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=VALDEG-PWY
L-lysine biosynthesis I|DAPLYSINESYN-PWY|L-lysine Biosynthesis|LYSINE-SYN|0.4756706|1.7777778|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DAPLYSINESYN-PWY
L-leucine biosynthesis|LEUSYN-PWY|L-leucine Biosynthesis|LEUCINE-SYN|0.49427572|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LEUSYN-PWY
5-aminoimidazole ribonucleotide biosynthesis II|PWY-6122|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|0.49427572|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6122
pentose phosphate pathway (oxidative branch)|OXIDATIVEPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.49482837|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=OXIDATIVEPENT-PWY
ectoine biosynthesis|P101-PWY|||0.5028054|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=P101-PWY
purine deoxyribonucleosides degradation I|PWY-7179|Purine Nucleotides Degradation|Purine-Degradation|0.5373541|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7179
L-glutamate degradation II|GLUTDEG-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.55962193|7.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTDEG-PWY
sulfate activation for sulfonation|PWY-5340|||0.56569123|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5340
myo-inositol biosynthesis|PWY-2301|||0.56569123|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2301
glycerol degradation I|PWY-4261|Glycerol Degradation|GLYCEROL-DEG|0.57139266|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4261
glycerophosphodiester degradation|PWY-6952|Glycerol Degradation|GLYCEROL-DEG|0.57139266|4.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6952
palmitate biosynthesis II (bacteria and plants)|PWY-5971|Palmitate Biosynthesis|Palmitate-Biosynthesis|0.5743714|9.451612|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5971
biotin biosynthesis from 8-amino-7-oxononanoate I|PWY0-1507|Biotin Biosynthesis|BIOTIN-SYN|0.5754259|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1507
stearate biosynthesis II (bacteria and plants)|PWY-5989|Stearate Biosynthesis|Stearate-Biosynthesis|0.5810463|10.333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5989
L-threonine degradation II|THREONINE-DEG2-PWY|L-threonine Degradation|THREONINE-DEG|0.58126163|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=THREONINE-DEG2-PWY
L-valine biosynthesis|VALSYN-PWY|L-valine Biosynthesis|VALINE-BIOSYNTHESIS|0.58126163|2.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=VALSYN-PWY
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|PWY-6282|Palmitoleate Biosynthesis|Palmitoleate-Biosynthesis|0.5866667|7.7777777|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6282
L-asparagine biosynthesis III (tRNA-dependent)|PWY490-4|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.5866667|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY490-4
trehalose biosynthesis V|PWY-2661|Trehalose Biosynthesis|Trehalose-biosynthesis|0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2661
methylglyoxal degradation I|PWY-5386|Methylglyoxal Detoxification|Methylglyoxal-Detoxification|0.5866667|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5386
lipoate biosynthesis and incorporation II|PWY0-1275|Lipoate Biosynthesis|Lipoate-Biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1275
xylose degradation I|XYLCAT-PWY|Xylose Degradation|Xylose-Degradation|0.60098094|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=XYLCAT-PWY
trehalose biosynthesis I|TRESYN-PWY|Trehalose Biosynthesis|Trehalose-biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRESYN-PWY
thiamine diphosphate biosynthesis I (E. coli)|PWY-6894|Thiamine Diphosphate Biosynthesis|Thiamin-Diphosphate-Biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6894
trehalose biosynthesis II|PWY-881|Trehalose Biosynthesis|Trehalose-biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-881
trehalose biosynthesis III|TREHALOSESYN-PWY|Trehalose Biosynthesis|Trehalose-biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TREHALOSESYN-PWY
guanosine ribonucleotides de novo biosynthesis|PWY-7221|||0.6262752|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7221
phosphopantothenate biosynthesis I|PANTO-PWY|Pantothenate Biosynthesis|Pantothenate-Biosynthesis|0.6262752|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PANTO-PWY
UMP biosynthesis|PWY-5686|||0.6337539|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5686
chorismate biosynthesis from 3-dehydroquinate|PWY-6163|Chorismate Biosynthesis|Chorismate-Biosynthesis|0.6337539|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6163
L-threonine biosynthesis|HOMOSER-THRESYN-PWY|L-threonine Biosynthesis|THREONINE-BIOSYNTHESIS|0.6515694|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSER-THRESYN-PWY
glycerol degradation V|GLYCEROLMETAB-PWY|Glycerol Degradation|GLYCEROL-DEG|0.6515694|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCEROLMETAB-PWY
allantoin degradation to ureidoglycolate I (urea producing)|PWY-5697|Allantoin Degradation|Allantoin-degradation|0.6515694|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5697
two-component alkanesulfonate monooxygenase|ALKANEMONOX-PWY|||0.6515694|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALKANEMONOX-PWY
arsenate detoxification II (glutaredoxin)|PWY-4621|Arsenate Detoxification|Arsenate-Detoxification|0.6515694|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4621
ppGpp biosynthesis|PPGPPMET-PWY|||0.6571898|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PPGPPMET-PWY
gondoate biosynthesis (anaerobic)|PWY-7663|Unsaturated Fatty Acid Biosynthesis|Unsaturated-Fatty-Acids-Biosynthesis|0.66|8.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7663
L-arabinose degradation I|ARABCAT-PWY|L-arabinose Degradation|L-Arabinose-Degradation|0.68084115|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARABCAT-PWY
UTP and CTP de novo biosynthesis|PWY-7176|||0.6939873|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7176
pyrimidine ribonucleosides salvage I|PWY-7193|||0.6939873|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7193
tetrahydrofolate biosynthesis|PWY-6614|||0.6939873|2.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6614
L-histidine biosynthesis|HISTSYN-PWY|L-histidine Biosynthesis|HISTIDINE-SYN|0.70062786|0.9|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=HISTSYN-PWY
tRNA charging|TRNA-CHARGING-PWY|||0.77443534|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRNA-CHARGING-PWY
fatty acid elongation -- saturated|FASYN-ELONG-PWY|||0.88|7.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=FASYN-ELONG-PWY
chitin degradation II|PWY-6902|Chitin Degradation|Chitin-Degradation|0.88|8.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6902
cytidylyl molybdenum cofactor biosynthesis|PWY-6476|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6476
glutathionylspermidine biosynthesis|PWY-4121|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4121
L-rhamnose degradation I|RHAMCAT-PWY|L-rhamnose Degradation|L-rhamnose-Degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=RHAMCAT-PWY
adenosylcobalamin salvage from cobalamin|PWY-6268|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6268
trehalose biosynthesis IV|PWY-2622|Trehalose Biosynthesis|Trehalose-biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2622
salicylate degradation I|PWY-6183|Salicylate Degradation|Salicylate-Degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6183
methylsalicylate degradation|PWY-6184|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6184
biotin-carboxyl carrier protein assembly|PWY0-1264|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1264
urea degradation II|PWY-5704|Urea Degradation|Urea-Degradation|0.88000005|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5704
adenosine ribonucleotides de novo biosynthesis|PWY-7219|||0.88000005|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7219
di-trans,poly-cis-undecaprenyl phosphate biosynthesis|PWY-5785|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5785
pyrimidine nucleobases salvage I|PWY-7183|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7183
3-dehydroquinate biosynthesis I|PWY-6164|3-Dehydroquinate Biosynthesis|3-Dehydroquinate-Biosynthesis|0.88000005|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6164
4-aminobenzoate biosynthesis|PWY-6543|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6543
CMP phosphorylation|PWY-7205|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7205
L-alanine degradation IV|PWY1-2|L-alanine Degradation|ALANINE-DEG|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1-2
thiosulfate disproportionation III (rhodanese)|PWY-5350|Thiosulfate Disproportionation|Thiosulfate-Disproportionation|0.88000005|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5350
phosphatidylethanolamine biosynthesis I|PWY-5669|Phosphatidylethanolamine Biosynthesis|PhosphatidylethanolamineBiosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5669
menaquinol-8 biosynthesis|MENAQUINONESYN-PWY|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MENAQUINONESYN-PWY
menaquinol-9 biosynthesis|PWY-5844|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5844
menaquinol-6 biosynthesis|PWY-5849|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5849
UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)|PWY-7346|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7346
lactose degradation III|BGALACT-PWY|Lactose Degradation|LACTOSE-DEG|0.88000005|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BGALACT-PWY
cyclopropane fatty acid (CFA) biosynthesis|PWY0-541|Cyclopropane Fatty Acids Biosynthesis|Cyclopropane-fatty-acid-biosyn|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-541
PRPP biosynthesis I|PWY0-662|PRPP Biosynthesis|PRPP-Biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-662
taurine degradation IV|PWY0-981|Taurine Degradation|Taurine-degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-981
S-methyl-5'-thioadenosine degradation II|PWY-6756|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6756
fructose degradation|PWY0-1314|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1314
beta-alanine biosynthesis III|PWY-5155|beta Alanine Biosynthesis|Beta-Alanine-Biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5155
L-dopachrome biosynthesis|PWY-6481|||0.88000005|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6481
L-serine biosynthesis|SERSYN-PWY|||0.88000005|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SERSYN-PWY
adenine and adenosine salvage VI|PWY-6619|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6619
acyl-CoA hydrolysis|PWY-5148|||0.88000005|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5148
L-asparagine biosynthesis I|ASPARAGINE-BIOSYNTHESIS|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.88000005|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-BIOSYNTHESIS
